Gene,CellType,Cohort,Diagnosis,Sex,Individual,Residuals
PHF20L1,0.539022885,0.118073739,0.015516554,9.30E-07,0.088757064,0.238628828
PHF21A,0.620937081,0.098224121,0.003627668,0,0.090117167,0.187093963
PHF21B,0.869266873,0.003855656,0,0.00069845,0.012110181,0.11406884
PHF24,0.547908568,0.145977935,0.040699963,1.34E-05,0.051192816,0.214207323
PHF3,0.281235589,0.242639068,0.059915204,0.006597126,0.203703231,0.205909781
PHF5A,0.110366406,0.313048595,0.022906402,0.131559972,0.109108627,0.313009999
PHF7,0.345213715,0.14861966,0.001666081,0.004460068,0.158081667,0.341958809
PHGDH,0.661326184,0.03833461,0.000215461,0,0.019418228,0.280705517
PHIP,0.713824294,0.06460316,2.37E-11,0.00085745,0.084003665,0.136711431
PHKB,0.561500475,0.085057726,0.017614473,1.25E-07,0.11830338,0.217523821
PHKG1,0.607088634,0.075784818,0.016286092,0.000554251,0.051062932,0.249223273
PHKG2,0.151309134,0.419816659,0,0.000122399,0.169722509,0.259029299
PHLDA1,0.653473783,0.041936176,0.053946513,0,8.46E-05,0.250558936
PHLDA3,0.453797699,0.140868192,0.011257064,6.50E-11,0.067504043,0.326573001
PHLDB1,0.841286798,0.011876847,5.19E-11,1.85E-11,0.007166234,0.139670121
PHLDB2,0.516765629,0.042348572,3.50E-10,3.15E-07,0.084152133,0.356733352
PHLDB3,0.331220614,0.040164267,0.004529272,0,0.152183617,0.47190223
PHLPP1,0.941233123,0.004304209,0.000160346,0,0.002084915,0.052217408
PHLPP2,0.696934728,0.015306868,0,0.012605084,0.066729461,0.208423859
PHPT1,0.035021666,0.291441815,0.037602848,5.74E-06,0.215189837,0.420738094
PHRF1,0.370342596,0.100318801,0.02742326,5.00E-10,0.154831726,0.347083617
PHTF1,0.750155504,0.024414394,0.001098582,0.018090256,0.075200255,0.131041009
PHTF2,0.41696377,0.032181587,1.00E-08,0,0.24124481,0.309609823
PHYHD1,0.798694561,0.005365032,0,0.000336524,0,0.195603884
PHYHIP,0.413726466,0.100046144,0.023067764,0.014378804,0.157072436,0.291708386
PHYHIPL,0.761480609,0.004155167,0,0.005464584,0.02597521,0.202924429
PHYKPL,0.677616027,0.041596285,0,0.006241319,0.082356761,0.192189609
PI16,0.590550265,0.004893061,0.001482724,0,0.00333382,0.39974013
PI4K2A,0.25627906,0.127809407,0.003124957,2.67E-10,0.079869199,0.532917376
PI4K2B,0.751361048,0.002104392,1.67E-09,3.54E-08,0.043465313,0.20306921
PI4KA,0.657669212,0.071462655,0.001549972,0.002684669,0.140741454,0.125892038
PI4KB,0.41933905,0.195144277,0,0,0.098267015,0.287249658
PIANP,0.217344491,0.340752058,0.199143862,0,0.067927597,0.174831992
PIAS1,0.778393131,0.025636814,0,0.000444298,0.048387157,0.147138601
PIAS2,0.322418721,0.1569738,0.001433328,2.59E-10,0.226196811,0.29297734
PIAS3,0.158993701,0.183992158,0.022175799,8.95E-10,0.129584487,0.505253853
PIAS4,0.403250678,0.128800697,0.012996429,1.17E-14,0.165339528,0.289612669
PIBF1,0.480762631,0.103386749,0.003073254,8.85E-10,0.143566332,0.269211033
PICALM,0.856537563,0.013871574,4.57E-10,9.48E-06,0.010700469,0.11888091
PID1,0.861581957,0.010123512,0.001768365,0.000904282,0.015208802,0.110413082
PIDD1,0.229903955,0.323677253,0.002274745,0.003847156,0.193033685,0.247263207
PIEZO1,0.77405769,0.010595373,0,0,0.006390783,0.208956153
PIEZO2,0.785494223,0.006568972,7.04E-05,3.07E-11,0.006319737,0.201546703
PIGB,0.208480418,0.021063595,0.008872435,0,0.223326078,0.538257473
PIGC,0.399931924,0.190623046,0.039336531,0,0.057495042,0.312613456
PIGF,0.661330301,0.050425267,0.009662855,2.74E-09,0.051290546,0.227291029
PIGG,0.38594282,0.014535364,0.011633702,0.014879479,0.219909065,0.35309957
PIGH,0.070933503,0.410632136,0.034476471,0,0.154106378,0.329851511
PIGK,0.457258852,0.068737146,0,0,0.107397386,0.366606615
PIGL,0.059769012,0.04038748,0.049788206,0.003627467,0.582647232,0.263780603
PIGM,0.413334742,0.091467189,0.004466326,2.34E-09,0.086615367,0.404116374
PIGN,0.579609135,0.10431663,0.000483454,8.68E-10,0.105536057,0.210054724
PIGP,0.161320129,0.172083544,0.074072445,0.001212094,0.25127799,0.340033799
PIGQ,0.207896948,0.318517757,0.021906156,0,0.248872951,0.202806188
PIGS,0.07957311,0.488518243,6.54E-11,0,0.093951173,0.337957474
PIGT,0.374550056,0.210143407,0.024822216,0,0.141210258,0.249274063
PIGU,0.686614847,0.025505883,0.002820886,1.88E-11,0.119795139,0.165263246
PIGX,0.501835514,0.120485749,0.000995142,0,0.027992995,0.3486906
PIGZ,0.452355561,0.156323489,0.000714185,0.021903365,0.178725174,0.189978227
PIH1D1,0.150797744,0.380288017,0.15131344,0.0085099,0.097621589,0.21146931
PIK3C2A,0.718871775,0.0185641,0.01296542,0,0.038630773,0.210967933
PIK3C2B,0.83701158,0.01108063,2.89E-11,0.00033197,0.023193379,0.128382441
PIK3C3,0.349263867,0.167767768,0,0,0.194335336,0.288633029
PIK3CA,0.253743526,0.153978413,0.013745936,0.010628788,0.292533537,0.2753698
PIK3CB,0.305842798,0.17654084,0.045643682,0,0.211456888,0.260515792
PIK3CD,0.830554142,0.002992828,0,0.000374917,0.006643779,0.159434335
PIK3IP1,0.438251941,0.125204115,0,2.01E-09,0.045740032,0.390803911
PIK3IP1-AS1,0.508255753,0,0,0,0.139659585,0.352084662
PIK3R1,0.715547032,0.018894468,3.13E-10,0.013518474,0.068098778,0.183941248
PIK3R2,0.046001446,0.416277202,0.001321978,0,0.171505775,0.364893599
PIK3R3,0.79222255,0.001580678,0,4.91E-10,0.04422155,0.161975222
PIK3R4,0.173007583,0.05758749,0.006820741,1.07E-10,0.150428736,0.61215545
PIKFYVE,0.546704316,0.142061412,0,0,0.086659984,0.224574288
PILRA,0.702529009,0.020734269,0,0.000107765,0.026165203,0.250463754
PILRB,0.112860307,0.198019154,0.003588284,0.031859286,0.435618892,0.218054077
PIM3,0.262765664,0.202300922,0.022796257,2.37E-09,0.081721995,0.43041516
PIN1,0.165830484,0.334626986,0.034321235,0.000341315,0.169344557,0.295535423
PINX1,0.242910914,0.084992466,0.022346928,0.006009256,0.171710547,0.472029889
PIP4K2A,0.915447296,0.00266914,0.000240443,0.001017003,0.002410753,0.078215366
PIP4K2B,0.185430896,0.320899305,2.16E-10,0,0.186704212,0.306965587
PIP4K2C,0.432459946,0.252022625,0.00274936,0.006025153,0.074037685,0.232705232
PIP4P1,0.053941856,0.449002255,0.053647434,0,0.147602493,0.295805963
PIP4P2,0.172943633,0.078273167,0,0.000786791,0.346980555,0.401015854
PIP5K1A,0.281369327,0.145468044,0.028677746,2.87E-08,0.333972192,0.210512662
PIP5K1B,0.886518207,0.004296907,0.000155869,0,0.01247392,0.096555096
PIP5K1C,0.423832359,0.141439677,0.00514836,0,0.182099193,0.247480412
PIPOX,0.536526029,0.027954749,0.004558004,3.07E-09,0.092307234,0.338653981
PITHD1,0.197999805,0.325597371,0.03902352,0.001217433,0.136434673,0.299727198
PITPNA,0.464183782,0.133224922,0,0,0.150977518,0.251613778
PITPNA-AS1,0.137256281,0.292421706,0.081829193,0,0.069215844,0.419276977
PITPNB,0.515651033,0.124442413,0.088235304,4.05E-05,0.05049063,0.221140147
PITPNC1,0.890022035,0.005627611,5.45E-11,9.64E-07,0.007304443,0.097044947
PITPNM1,0.244451326,0.229814095,0,0,0.157361524,0.368373056
PITPNM2,0.62887595,0.050785612,0,0.01299869,0.125993083,0.181346665
PITPNM3,0.698445651,0.038777082,0.007418591,3.97E-11,0.09299143,0.162367247
PITRM1-AS1,0.026665392,0.202690511,0.004614431,5.62E-10,0.25703519,0.508994477
PIWIL2,0.09740008,0,0,0.004613889,0.346752452,0.551233579
PIWIL4,0.457338731,0.009025181,0,0,0.065796183,0.467839906
PJA2,0.110798684,0.02118301,0.619883792,0.009314753,0.058839564,0.179980197
PJVK,0.315096251,0.022427724,0.010230174,0.002080172,0.146147767,0.504017913
PKD1,0.389762511,0.225760524,0,0.00934511,0.207588178,0.167543677
PKD1L1,0.762125371,0.029396879,0.005882033,0,0.065659101,0.136936617
PKD1L3,0.035422842,0.149001795,0,2.30E-10,0.278927096,0.536648267
PKD2,0.655884415,0.031431585,0,2.60E-08,0.112566331,0.200117642
PKD2L1,0.740425247,0.000768326,0.006471319,0.00232254,0.012953503,0.237059065
PKD2L2,0.036769915,0.255152691,0.275967578,0,0.189498456,0.24261136
PKDCC,0.555669817,0.078685209,0,0.010751541,0.067004955,0.287888478
PKIA,0.651701248,0.009100535,6.08E-10,0.013332952,0.108470468,0.217394795
PKIA-AS1,0.44507609,0.05706091,0,0.008721664,0.108144014,0.380997322
PKIB,0.537382911,0.053684184,0.003843451,1.31E-10,0.034784339,0.370305116
PKIG,0.725775131,0.039070901,0.02303619,8.40E-11,0.04203191,0.170085868
PKM,0.115219742,0.415319758,0.02617406,0.000352011,0.172568051,0.270366378
PKN1,0.694335785,0.062392211,0,2.49E-08,0.047453345,0.195818634
PKN2,0.80750169,0.028332013,4.47E-08,0,0.028429164,0.135737089
PKN2-AS1,0.725762836,0.004890205,0.006090385,0,0.043445783,0.219810791
PKNOX1,0.149586465,0.258943242,0,0.005003532,0.361982972,0.224483789
PKNOX2,0.77034897,0.032988976,1.35E-10,0.003731699,0.06570478,0.127225575
PKP2,0.899795663,0,0.000593292,6.39E-11,0.004621233,0.094989812
PKP4,0.821882779,0.019808051,0.000350896,0.002703498,0.022448694,0.132806083
PKP4-AS1,0.133435156,0.14269411,0.000558515,1.16E-10,0.148325496,0.574986722
PLA2G12A,0.322476948,0.196019108,1.43E-10,0.006158748,0.1346879,0.340657296
PLA2G15,0.650860509,0.074259032,0,0.00060689,0.008580415,0.265693154
PLA2G4A,0.753079139,0.002090658,0,0,0.000561985,0.244268218
PLA2G4B,0.153909375,0.33532817,0.00304139,0.012044698,0.209224843,0.286451524
PLA2G4C,0.601535322,0.039603587,0.00744123,0,0.100866271,0.25055359
PLA2G6,0.562692158,0.108627438,0,0.001741222,0.039781356,0.287157826
PLA2G7,0.476163617,0.000331692,0.008367269,0.00010743,0.00321762,0.511812372
PLA2R1,0.665350667,0.029134841,0.016880516,1.14E-10,0.111830397,0.176803579
PLAA,0.262622117,0.030763543,0.003461335,0,0.119845767,0.583307238
PLAAT1,0.777750533,0.017662759,0.002048845,2.67E-08,0.006745023,0.195792813
PLAAT3,0.876485882,0.010559102,0.001792896,0,0,0.11116212
PLAC8L1,0.213988157,0.017597244,0.013914924,0.00690098,0.291296106,0.456302589
PLAG1,0.777527031,0.004281745,0.000539816,0,0.02172885,0.195922557
PLAGL1,0.781570855,0.004440309,0,0,0.027163565,0.186825271
PLAGL2,0.068002386,0.02047064,4.70E-10,2.25E-08,0.217885932,0.693641019
PLAT,0.405374386,0.050319014,0,0.000936701,0,0.543369898
PLAUR,0.338238089,0.008954147,0.003575166,1.53E-17,0.017818845,0.631413752
PLB1,0.743132631,0.006633838,0,0.000451406,0.007411445,0.242370681
PLBD2,0.265521611,0.064895905,0.002129467,2.13E-08,0.19944818,0.468004816
PLCB1,0.80389033,0.050021871,3.83E-11,0.000774963,0.038927144,0.106385692
PLCB4,0.867073731,0.011406328,0.002629982,0,0.013244649,0.10564531
PLCD1,0.667979869,0.039238544,0,2.94E-10,0.00781651,0.284965076
PLCD3,0.566049333,0.06918976,1.65E-10,9.98E-08,0.015164953,0.349595854
PLCD4,0.252419403,0.015117083,0,0.003916842,0.281834996,0.446711676
PLCE1,0.847388644,0.00538537,0.007500268,0,0.000561592,0.139164125
PLCG1,0.695637558,0.065370868,0,0,0.03886744,0.200124134
PLCG1-AS1,0.704641151,0.011633937,0.002828043,1.73E-09,0.017625021,0.263271846
PLCG2,0.065269727,0.52448762,2.83E-09,0,0.31545175,0.094790901
PLCH1,0.900691035,0.00588154,0.00059785,2.78E-10,0.006130206,0.086699368
PLCH2,0.554281421,0.115495976,0.013333261,0.010325444,0.062145043,0.244418854
PLCL1,0.895963609,0.018118013,0,2.60E-11,0.007170876,0.078747503
PLCL2,0.770847663,0.033591666,0.006399979,0,0.032985945,0.156174747
PLCXD2,0.509383531,0.011114786,0.163735214,0.005188244,0.044242591,0.266335634
PLCXD3,0.804993274,0.003115858,1.64E-10,0.00126972,0.011082126,0.179539022
PLD1,0.931894572,0.003658865,0.000400923,3.09E-07,0.000610429,0.063434902
PLD3,0.290855018,0.407785931,0.008833478,0,0.105706641,0.186818933
PLD5,0.893139749,0.001470196,0.001416162,1.10E-11,0.004318807,0.099655087
PLEC,0.488360865,0.101344825,1.12E-10,0.00755732,0.119089008,0.283647982
PLEKHA1,0.672671165,0.027081358,0.019034754,1.18E-08,0.093168479,0.188044233
PLEKHA2,0.863709321,0.013293556,0.000957814,0.001445222,0.006737864,0.113856222
PLEKHA3,0.1608912,0.076025171,0.128694167,3.85E-05,0.223941276,0.410409649
PLEKHA5,0.848931304,0.02399707,0.00321587,0,0.031185555,0.092670201
PLEKHA6,0.685467977,0.037739109,6.77E-11,0.007318839,0.085932922,0.183541152
PLEKHA7,0.888934159,0.004569313,0,6.00E-05,0.006647058,0.0997895
PLEKHA8,0.318195134,0.081105779,0.007855511,0,0.176403792,0.416439784
PLEKHB1,0.739861821,0.045822655,0.001573194,0,0.002501657,0.210240673
PLEKHB2,0.134873334,0.088505108,0.472697207,0.001480936,0.073750124,0.228693291
PLEKHD1,0.518054233,0.00593406,0,0.00022393,0.063615572,0.412172205
PLEKHF2,0.564745678,0.021768611,0,0,0.058093756,0.355391955
PLEKHG1,0.831678456,0.01065994,0,0,0.007908443,0.149753161
PLEKHG3,0.889130327,0.006723865,0.000344538,0.000138404,0.002629002,0.101033864
PLEKHG5,0.616048993,0.018021461,0,0.011004722,0.092876845,0.262047979
PLEKHH1,0.912485735,0.003682069,0.001016291,1.07E-10,0.003121896,0.079694008
PLEKHH2,0.853948842,0.004423117,0,0,0.003597623,0.138030418
PLEKHH3,0.352681938,0.207037267,0.00313928,0.003891774,0.120776143,0.312473598
PLEKHM1,0.249406364,0.106594699,0.01966842,0.002472158,0.17270097,0.44915739
PLEKHM2,0.42731414,0.195138333,3.51E-11,0,0.114611841,0.262935686
PLEKHM3,0.645434065,0.082969574,0.011575582,0,0.078478512,0.181542268
PLEKHO1,0.724276752,0.053832837,0,3.75E-11,0.010760916,0.211129495
PLGLB1,0.123487134,0.34489286,0.001757879,0.029969613,0.153180092,0.346712422
PLGLB2,0.153673804,0.043570476,0.007321105,0.01684047,0.28007496,0.498519185
PLIN2,0.490050541,0,1.75E-10,6.06E-07,0.073675467,0.436273385
PLIN3,0.70373228,0.004054186,0.001040786,0.000343127,0.015724488,0.275105133
PLIN5,0.773794571,0.004562386,0.000681031,0,0.004383302,0.21657871
PLK2,0.43743119,0.158373122,0.06057964,0.01521743,0.083725651,0.244672966
PLK3,0.494729206,0.07845131,0.0090658,0.000194152,0.010777943,0.406781588
PLK5,0.310918536,0.040452539,0.007046086,0.00563667,0.076530009,0.55941616
PLLP,0.784034635,0.027427343,0.000817142,0.000176278,0.00083459,0.186710012
PLOD1,0.204152898,0.030468063,0.022639929,3.56E-11,0.41423322,0.32850589
PLOD2,0.509184452,0.009564969,0.001381628,0.001303693,0.034519621,0.444045637
PLOD3,0.258316173,0.081293886,0.008761949,2.03E-09,0.250026853,0.401601138
PLPP1,0.68349361,0.026048571,0.006947674,0.003220722,0.067038009,0.213251414
PLPP2,0.697041805,0.028665726,0.002513234,4.89E-10,0,0.271779235
PLPP3,0.879197598,0.002064108,0.007944434,0.000543571,0,0.110250288
PLPP4,0.741069329,2.67E-10,0.001750083,0,0.000475887,0.256704701
PLPP5,0.38252968,0.228137727,0.029057271,0.000909316,0.047043524,0.312322482
PLPP6,0.039695421,0.328216343,0.021881417,2.36E-09,0.081779673,0.528427143
PLPP7,0.25495717,0.075038345,0,0.007319408,0.338932895,0.323752183
PLPPR1,0.867085529,0.010137168,0.000278063,0,0.004165533,0.118333707
PLPPR2,0.097283666,0.464498921,0.092969618,2.01E-10,0.151993376,0.193254419
PLPPR3,0.212831103,0.043318079,0.494583821,0.004042429,0.080961233,0.164263335
PLPPR4,0.711335217,0.01907619,0.139891415,0,0.036606395,0.093090784
PLPPR5,0.80980245,0.000389667,0,0,0.065429381,0.124378502
PLRG1,0.089254748,0.142192507,0,3.29E-10,0.171083878,0.597468866
PLS1,0.630564159,0.055488824,0.022151954,0.00136231,0.036740001,0.253692752
PLSCR1,0.446870155,0.0068842,0.017322644,0.00144109,0.026128446,0.501353464
PLSCR4,0.710546483,0.008193531,0.001074632,0.000245736,0,0.279939619
PLTP,0.317313805,0.01307657,0.003071901,0,0,0.666537723
PLXDC1,0.540769164,0.079681958,0.005219641,0.01083297,0.075382884,0.288113383
PLXDC2,0.91989057,0.002414041,0,4.67E-05,1.26E-11,0.077648684
PLXNA1,0.415887452,0.180361294,0.014277569,0.000582374,0.13332639,0.255564921
PLXNA2,0.661703973,0.06435378,0.007814649,0,0.097161642,0.168965955
PLXNA4,0.837171788,0.025486368,0.003879244,0.000977491,0.043129091,0.089356017
PLXNB1,0.682778232,0.033272527,7.32E-11,0,0.010044753,0.273904487
PLXNB2,0.577687911,0.122949178,0.002386475,0.002363501,0.025149182,0.269463755
PLXNC1,0.716444123,0.019921,0.004121726,2.53E-11,0.037980609,0.221532542
PLXND1,0.71328983,0.021200371,0.003206702,0,0.024544961,0.237758137
PM20D2,0.312013753,0.064610275,0,7.75E-07,0.099673876,0.523701321
PMEPA1,0.695319055,0.025294735,0.000337322,0.00038065,0.006658552,0.272009687
PMF1,0.532187786,0.035848447,0.000635481,0,0.074849262,0.356479025
PMFBP1,0.355411366,0.01146183,0,0,0.030861864,0.60226494
PML,0.33078326,0,0.003088302,0,0.037338053,0.628790386
PMM1,0.113587948,0.49056188,0.051291863,0.000880214,0.11710229,0.226575805
PMM2,0.363663759,0.104028185,0.020116024,0.00078527,0.095308561,0.416098201
PMP2,0.478039377,0.006715698,0.046717791,8.33E-07,0.008312435,0.460213866
PMP22,0.762853464,0.02522577,0.001610504,0.00151009,0,0.208800172
PMS1,0.593932228,0.055172368,0,0.004253144,0.070417126,0.276225135
PMS2,0.1182799,0.183976501,0.010015589,0.000599981,0.335054972,0.352073058
PMVK,0.088162404,0.32254015,0.048652699,9.68E-08,0.150467375,0.390177274
PNISR,0.14447463,0.297451669,6.80E-10,0,0.416025988,0.142047712
PNKP,0.232675441,0.234316795,0,0.010722984,0.183038507,0.339246273
PNMA1,0.123793783,0.218940278,0.344423081,0,0.132649842,0.180193017
PNMA2,0.240916084,0.080102113,0.495343183,0.000950064,0.053332892,0.129355663
PNMA8A,0.240549703,0.211438126,0.257411955,2.61E-10,0.081250735,0.209349481
PNMA8B,0.230967425,0.102391993,0.340841175,0.01224647,0.101122973,0.212429963
PNMA8C,0.28962231,0.142093128,0.243097599,0,0.077735805,0.247451158
PNN,0.288334818,0.215649324,0.002902657,0.006821902,0.296158852,0.190132447
PNO1,0.126199216,0.11840374,0.008163772,1.55E-09,0.123787176,0.623446095
PNPLA2,0.153989079,0.33119782,0,9.01E-08,0.155231973,0.359581038
PNPLA3,0.478206414,0.021491026,0.006626396,0.005142491,0.051137377,0.437396296
PNPLA6,0.174044576,0.236234552,0.010671439,0,0.301094129,0.277955305
PNPLA7,0.528541939,0.058659884,0.024849488,0.001600976,0.128672911,0.257674803
PNRC1,0.502806267,0.104447155,0.010111506,0.002826655,0.051639417,0.328168999
PNRC2,0.239208127,0.144728213,0.035638302,0.007289014,0.160480357,0.412655987
POC1A,0.17057833,0.007282866,1.43E-08,1.87E-10,0.103013,0.719125789
POC1B,0.675969148,0.057210603,0,0,0.046062527,0.220757722
POC1B-AS1,0.431085255,0.048337429,0.00159358,0,0.137113546,0.38187019
POC5,0.61394155,0.003093023,0.000849842,0,0.078671319,0.303444266
PODXL,0.401122898,0.008746377,0,0.002156017,0.081261953,0.506712754
PODXL2,0.53490205,0.216577438,0.001768061,0.001442199,0.076235128,0.169075125
POFUT1,0.213258329,0.034154289,0.00153854,0.02796348,0.16996943,0.553115932
POFUT2,0.330660432,0.083966599,5.05E-11,0.006974899,0.152245234,0.426152836
POGK,0.400780552,0.136686369,2.14E-08,6.26E-11,0.105572016,0.356961042
POGLUT1,0.224114782,0.107712616,0,0.003382232,0.134011528,0.530778842
POGLUT2,0.401568275,0.007375845,0.001522096,0,0.1258856,0.463648185
POGLUT3,0.53527511,0.001015622,4.12E-05,0.001547835,0.018962051,0.443158195
POGZ,0.764118851,0.039962906,0,0.003418871,0.075761481,0.116737892
POLA2,0.628200528,0.014060675,0,6.38E-11,0.055317943,0.302420854
POLD2,0.197811869,0.386537991,0.022581125,1.05E-10,0.121662131,0.271406884
POLD3,0.158182874,0.099979077,0,0.001123253,0.269311307,0.471403488
POLDIP3,0.550575954,0.075178461,7.07E-10,0,0.07862498,0.295620605
POLE,0.310494999,0.046014235,0.009118178,0,0.158440307,0.475932282
POLE2,0.040335593,0.353488351,0.145575829,0.004796797,0.275665484,0.180137945
POLE3,0.108666744,0.267829597,0.095179789,0.000389435,0.12286179,0.405072645
POLE4,0.163060388,0.242470825,0.038463513,0,0.093433559,0.462571716
POLH,0.112978354,0.030881071,0.011659749,0.011319381,0.183683378,0.649478068
POLI,0.476133577,0.077632187,0,3.80E-09,0.093753963,0.352480268
POLK,0.785928967,0.046953753,2.08E-11,0.000265614,0.046357157,0.120494509
POLL,0.203453976,0.197802075,0,0.007547253,0.212763472,0.378433224
POLM,0.49808628,0.091412023,1.08E-10,1.79E-09,0.075458094,0.335043601
POLN,0.400841869,0.108748113,0.00891044,0.016910731,0.16639537,0.298193477
POLR1A,0.025530578,0.012645445,0.004263337,0.004776159,0.368409939,0.584374542
POLR1B,0.157656054,0.030229178,0.024699138,8.97E-10,0.105073888,0.682341741
POLR1C,0.017312248,0.36004534,0.029979898,0.012171629,0.332142125,0.248348761
POLR1D,0.305871584,0.153562355,0.037754012,3.58E-08,0.084821472,0.417990542
POLR1E,0.043192346,0.027145972,0.013506669,3.69E-09,0.117734203,0.798420807
POLR2A,0.138670362,0.104231054,0,0.018964955,0.232134093,0.505999536
POLR2B,0.374712445,0.170708999,0,1.62E-05,0.163932634,0.290629693
POLR2C,0.020878533,0.544513207,0.080746955,0,0.167492945,0.186368359
POLR2D,0.100254083,0.170695701,0,6.34E-09,0.131055698,0.597994512
POLR2E,0.048077215,0.47721367,0.068437287,0,0.14705634,0.259215488
